"Nome","Tipo attività","Descrizione"
"Staffelegg-Salhöhe-Bözberg","bicicletta",""

"Segmento","Punto","Latitudine (gradi)","Longitudine (gradi)","Altitudine (m)","Rotta (gradi)","Precisione (m)","Velocità (m/s)","Durata","Potenza (W)","Cadenza (rpm)","Frequenza cardiaca (bpm)"
"1","1","47.490491","8.215556","387.5","","5","0","2015-08-18T17:27:42.018Z","","",""
"1","2","47.490475","8.215449","397.5","294.0","10","0.3128","2015-08-18T17:28:38.044Z","","",""
"1","3","47.490475","8.215447","397.5","274.0","10","0.1877","2015-08-18T17:28:38.844Z","","",""
"1","4","47.490473","8.215443","397.70001220703125","274.0","10","0","2015-08-18T17:28:40.043Z","","",""
"1","5","47.49047","8.215441","397.5","256.0","10","0.5004","2015-08-18T17:28:40.959Z","","",""
"1","6","47.49047","8.215441","397.5","256.0","10","0.5004","2015-08-18T17:28:40.996Z","","",""
"1","7","47.49047","8.215448","397.0999755859375","240.0","10","0.1877","2015-08-18T17:28:41.946Z","","",""
"1","8","47.490474","8.215464","396.4000244140625","193.0","10","0","2015-08-18T17:28:52.279Z","","",""
"1","9","47.490474","8.215469","396.0","212.0","10","0.688","2015-08-18T17:28:52.887Z","","",""
"1","10","47.490413","8.215379","397.70001220703125","226.0","10","2.4394","2015-08-18T17:28:58.694Z","","",""
"1","11","47.490394","8.215344","397.79998779296875","231.0","10","3.3777","2015-08-18T17:28:58.806Z","","",""
"1","12","47.490348","8.215256","398.0","229.0","10","4.1908","2015-08-18T17:29:01.356Z","","",""
"1","13","47.490321","8.215211","398.20001220703125","227.0","10","4.3785","2015-08-18T17:29:02.006Z","","",""
"1","14","47.490262","8.215119","398.4000244140625","230.0","10","4.6287","2015-08-18T17:29:03.868Z","","",""
"1","15","47.490234","8.215069","398.4000244140625","231.0","10","4.9415","2015-08-18T17:29:05.281Z","","",""
"1","16","47.490204","8.215018","398.5","228.0","10","4.8789","2015-08-18T17:29:05.955Z","","",""
"1","17","47.490174","8.214969","398.5","228.0","10","5.004","2015-08-18T17:29:06.835Z","","",""
"1","18","47.49012","8.214872","398.5999755859375","229.0","10","4.5661","2015-08-18T17:29:08.922Z","","",""
"1","19","47.490093","8.214822","398.70001220703125","235.0","10","4.6912","2015-08-18T17:29:09.809Z","","",""
"1","20","47.490065","8.214768","398.70001220703125","232.0","10","5.004","2015-08-18T17:29:11.400Z","","",""
"1","21","47.490033","8.214717","399.0","229.0","10","5.004","2015-08-18T17:29:11.817Z","","",""
"1","22","47.489999","8.214662","399.0","229.0","10","5.2542","2015-08-18T17:29:12.838Z","","",""
"1","23","47.489938","8.214538","399.4000244140625","236.0","10","5.5669","2015-08-18T17:29:15.284Z","","",""
"1","24","47.489903","8.214477","399.5999755859375","230.0","10","5.6295","2015-08-18T17:29:16.072Z","","",""
"1","25","47.489865","8.214417","399.70001220703125","229.0","10","5.5669","2015-08-18T17:29:17.580Z","","",""
"1","26","47.489865","8.214417","399.70001220703125","229.0","10","5.5669","2015-08-18T17:29:17.650Z","","",""
"1","27","47.489779","8.214296","399.5","224.0","10","6.1925","2015-08-18T17:29:19.176Z","","",""
"1","28","47.489731","8.214242","399.4000244140625","219.0","10","6.3176","2015-08-18T17:29:20.559Z","","",""
"1","29","47.489687","8.214183","399.29998779296875","222.0","10","6.3176","2015-08-18T17:29:21.430Z","","",""
"1","30","47.489648","8.214126","399.29998779296875","224.0","10","5.8797","2015-08-18T17:29:22.452Z","","",""
"1","31","47.489618","8.214066","399.29998779296875","230.0","10","5.5669","2015-08-18T17:29:22.842Z","","",""
"1","32","47.489583","8.214008","399.29998779296875","230.0","15","5.4419","2015-08-18T17:29:24.063Z","","",""
"1","33","47.489544","8.213945","399.29998779296875","230.0","15","5.8797","2015-08-18T17:29:24.974Z","","",""
"1","34","47.489503","8.213882","399.29998779296875","228.0","15","6.1299","2015-08-18T17:29:26.049Z","","",""
"1","35","47.489461","8.213819","399.4000244140625","227.0","15","6.1299","2015-08-18T17:29:26.964Z","","",""
"1","36","47.489418","8.213756","399.5","226.0","15","6.1925","2015-08-18T17:29:27.842Z","","",""
"1","37","47.489371","8.213692","399.5","224.0","15","6.6303","2015-08-18T17:29:28.843Z","","",""
"1","38","47.489324","8.213629","399.4000244140625","224.0","15","6.5677","2015-08-18T17:29:30.027Z","","",""
"1","39","47.489281","8.213564","399.5","227.0","15","6.3176","2015-08-18T17:29:30.881Z","","",""
"1","40","47.489239","8.2135","399.5999755859375","227.0","15","6.1299","2015-08-18T17:29:32.086Z","","",""
"1","41","47.489199","8.213451","399.5","218.0","15","5.3168","2015-08-18T17:29:32.806Z","","",""
"1","42","47.489154","8.213414","399.5","202.0","15","4.8789","2015-08-18T17:29:33.848Z","","",""
"1","43","47.489092","8.213403","399.20001220703125","177.0","15","5.6295","2015-08-18T17:29:34.918Z","","",""
"1","44","47.489032","8.213429","399.0999755859375","156.0","15","5.9422","2015-08-18T17:29:36.003Z","","",""
"1","45","47.488972","8.21348","399.0999755859375","144.0","15","6.5677","2015-08-18T17:29:36.875Z","","",""
"1","46","47.48891","8.213533","398.79998779296875","146.0","15","6.943","2015-08-18T17:29:37.960Z","","",""
"1","47","47.48885","8.213587","398.70001220703125","146.0","15","7.0056","2015-08-18T17:29:38.810Z","","",""
"1","48","47.488792","8.213642","398.79998779296875","144.0","15","6.8805","2015-08-18T17:29:39.859Z","","",""
"1","49","47.488734","8.213699","398.5","143.0","15","7.1307","2015-08-18T17:29:41.015Z","","",""
"1","50","47.488671","8.21375","398.20001220703125","145.0","15","7.1933","2015-08-18T17:29:41.874Z","","",""
"1","51","47.488609","8.213805","398.0999755859375","146.0","15","7.3809","2015-08-18T17:29:42.963Z","","",""
"1","52","47.48855","8.213859","398.20001220703125","146.0","15","7.3184","2015-08-18T17:29:43.880Z","","",""
"1","53","47.488498","8.213904","398.29998779296875","151.0","15","6.1925","2015-08-18T17:29:44.966Z","","",""
"1","54","47.488446","8.213923","398.4000244140625","169.0","15","5.7546","2015-08-18T17:29:45.837Z","","",""
"1","55","47.4884","8.213899","398.5999755859375","193.0","15","5.1291","2015-08-18T17:29:46.829Z","","",""
"1","56","47.488361","8.213866","398.79998779296875","209.0","15","4.9415","2015-08-18T17:29:47.901Z","","",""
"1","57","47.488324","8.213824","399.0","214.0","15","5.004","2015-08-18T17:29:49.074Z","","",""
"1","58","47.488294","8.213758","399.20001220703125","231.0","15","5.5044","2015-08-18T17:29:49.920Z","","",""
"1","59","47.488256","8.213685","399.29998779296875","231.0","15","6.1299","2015-08-18T17:29:50.928Z","","",""
"1","60","47.488216","8.21361","399.4000244140625","228.0","15","6.8179","2015-08-18T17:29:51.834Z","","",""
"1","61","47.488181","8.213531","399.5999755859375","235.0","15","6.6929","2015-08-18T17:29:52.831Z","","",""
"1","62","47.488142","8.213453","399.4000244140625","229.0","15","6.8805","2015-08-18T17:29:53.924Z","","",""
"1","63","47.488102","8.213374","399.4000244140625","229.0","15","7.1307","2015-08-18T17:29:55.410Z","","",""
"1","64","47.488057","8.213293","399.4000244140625","230.0","15","7.506","2015-08-18T17:29:56.093Z","","",""
"1","65","47.488013","8.213214","399.4000244140625","231.0","15","7.1307","2015-08-18T17:29:56.894Z","","",""
"1","66","47.487976","8.213131","399.5","235.0","15","7.0056","2015-08-18T17:29:57.884Z","","",""
"1","67","47.487938","8.213046","399.70001220703125","236.0","15","7.0056","2015-08-18T17:29:58.890Z","","",""
"1","68","47.487903","8.212955","399.5999755859375","239.0","15","7.4434","2015-08-18T17:29:59.917Z","","",""
"1","69","47.487868","8.212861","399.70001220703125","238.0","15","7.5686","2015-08-18T17:30:00.910Z","","",""
"1","70","47.487835","8.212773","399.70001220703125","241.0","15","7.1933","2015-08-18T17:30:01.953Z","","",""
"1","71","47.487799","8.212689","399.5999755859375","237.0","15","7.1307","2015-08-18T17:30:02.814Z","","",""
"1","72","47.487771","8.212598","399.5999755859375","245.0","15","6.943","2015-08-18T17:30:03.905Z","","",""
"1","73","47.487735","8.212511","399.70001220703125","238.0","15","7.2558","2015-08-18T17:30:04.891Z","","",""
"1","74","47.4877","8.212424","399.70001220703125","239.0","15","7.3184","2015-08-18T17:30:05.919Z","","",""
"1","75","47.487666","8.212335","399.70001220703125","239.0","15","7.1307","2015-08-18T17:30:06.926Z","","",""
"1","76","47.487633","8.21225","399.79998779296875","242.0","15","7.0056","2015-08-18T17:30:08.001Z","","",""
"1","77","47.487599","8.212166","400.0","241.0","15","7.1307","2015-08-18T17:30:08.826Z","","",""
"1","78","47.487569","8.212081","400.29998779296875","243.0","15","7.0056","2015-08-18T17:30:09.911Z","","",""
"1","79","47.487541","8.211991","400.5999755859375","245.0","15","6.943","2015-08-18T17:30:11.455Z","","",""
"1","80","47.487512","8.211904","400.9000244140625","246.0","15","6.8179","2015-08-18T17:30:12.135Z","","",""
"1","81","47.487484","8.21182","401.0999755859375","246.0","15","6.7554","2015-08-18T17:30:13.025Z","","",""
"1","82","47.48746","8.211732","401.0999755859375","249.0","15","6.8179","2015-08-18T17:30:14.061Z","","",""
"1","83","47.487429","8.211649","401.20001220703125","245.0","15","6.7554","2015-08-18T17:30:14.968Z","","",""
"1","84","47.487388","8.211569","401.0","240.0","15","7.0681","2015-08-18T17:30:15.900Z","","",""
"1","85","47.487355","8.21148","400.79998779296875","244.0","15","7.0681","2015-08-18T17:30:16.900Z","","",""
"1","86","47.487321","8.211396","400.70001220703125","242.0","15","6.7554","2015-08-18T17:30:17.885Z","","",""
"1","87","47.48729","8.211308","400.9000244140625","247.0","15","6.7554","2015-08-18T17:30:18.874Z","","",""
"1","88","47.48726","8.211226","400.9000244140625","246.0","15","6.7554","2015-08-18T17:30:19.890Z","","",""
"1","89","47.487228","8.211148","400.79998779296875","245.0","15","6.0048","2015-08-18T17:30:20.877Z","","",""
"1","90","47.487174","8.211059","400.70001220703125","246.0","15","1.8765","2015-08-18T17:30:22.897Z","","",""
"1","91","47.487157","8.211055","400.9000244140625","247.0","15","0.8757","2015-08-18T17:30:23.889Z","","",""
"1","92","47.487131","8.211004","400.9000244140625","259.0","15","2.0642","2015-08-18T17:30:25.916Z","","",""
"1","93","47.487103","8.210937","400.79998779296875","251.0","15","4.1283","2015-08-18T17:30:26.909Z","","",""
"1","94","47.487071","8.210871","401.0","240.0","15","5.5044","2015-08-18T17:30:27.929Z","","",""
"1","95","47.487041","8.210795","401.4000244140625","245.0","15","6.3176","2015-08-18T17:30:28.817Z","","",""
"1","96","47.487011","8.210709","401.70001220703125","248.0","15","7.1933","2015-08-18T17:30:29.833Z","","",""
"1","97","47.486977","8.210614","402.0","244.0","15","7.6936","2015-08-18T17:30:30.825Z","","",""
"1","98","47.486938","8.210504","402.4000244140625","255.0","15","7.8813","2015-08-18T17:30:31.898Z","","",""
"1","99","47.486911","8.210402","402.5999755859375","254.0","10","7.8187","2015-08-18T17:30:32.891Z","","",""
"1","100","47.486887","8.210296","402.5","256.0","10","7.8813","2015-08-18T17:30:33.910Z","","",""
"1","101","47.486859","8.210186","402.29998779296875","253.0","10","8.3191","2015-08-18T17:30:34.902Z","","",""
"1","102","47.486833","8.210074","402.29998779296875","254.0","10","8.3191","2015-08-18T17:30:35.818Z","","",""
"1","103","47.486809","8.209958","402.0","255.0","10","8.3817","2015-08-18T17:30:36.816Z","","",""
"1","104","47.486782","8.209848","401.9000244140625","252.0","10","8.4443","2015-08-18T17:30:37.873Z","","",""
"1","105","47.486758","8.209729","401.79998779296875","257.0","10","8.8821","2015-08-18T17:30:38.864Z","","",""
"1","106","47.486758","8.209729","401.79998779296875","257.0","10","8.8821","2015-08-18T17:30:38.879Z","","",""
"1","107","47.486722","8.209598","401.20001220703125","259.0","10","9.1948","2015-08-18T17:30:39.867Z","","",""
"1","108","47.486694","8.209478","400.4000244140625","260.0","10","8.757","2015-08-18T17:30:40.882Z","","",""
"1","109","47.486666","8.209362","399.9000244140625","260.0","10","9.1323","2015-08-18T17:30:41.876Z","","",""
"1","110","47.48664","8.209237","399.20001220703125","256.0","10","9.2574","2015-08-18T17:30:42.908Z","","",""
"1","111","47.486608","8.20911","398.5999755859375","255.0","10","9.7578","2015-08-18T17:30:43.889Z","","",""
"1","112","47.486579","8.208984","398.4000244140625","258.0","10","9.6952","2015-08-18T17:30:44.918Z","","",""
"1","113","47.486554","8.208855","398.29998779296875","260.0","10","9.5701","2015-08-18T17:30:45.909Z","","",""
"1","114","47.486554","8.208855","398.29998779296875","260.0","10","9.5701","2015-08-18T17:30:45.928Z","","",""
"1","115","47.486522","8.208725","398.0999755859375","260.0","10","9.2574","2015-08-18T17:30:46.920Z","","",""
"1","116","47.486505","8.208598","398.4000244140625","262.0","10","8.8821","2015-08-18T17:30:47.841Z","","",""
"1","117","47.48649","8.208473","397.9000244140625","265.0","10","8.5694","2015-08-18T17:30:48.832Z","","",""
"1","118","47.486482","8.208357","397.29998779296875","265.0","10","8.4443","2015-08-18T17:30:49.911Z","","",""
"1","119","47.486472","8.208246","397.0","262.0","10","8.2566","2015-08-18T17:30:50.900Z","","",""
"1","120","47.486468","8.208131","396.70001220703125","266.0","10","8.2566","2015-08-18T17:30:51.922Z","","",""
"1","121","47.486461","8.208018","396.4000244140625","266.0","10","8.2566","2015-08-18T17:30:52.906Z","","",""
"1","122","47.486454","8.207904","397.5","267.0","10","8.194","2015-08-18T17:30:53.927Z","","",""
"1","123","47.486451","8.207797","397.5","269.0","10","8.0689","2015-08-18T17:30:54.919Z","","",""
"1","124","47.486446","8.207692","397.4000244140625","268.0","10","7.9439","2015-08-18T17:30:55.954Z","","",""
"1","125","47.486444","8.20759","397.5999755859375","265.0","10","7.8813","2015-08-18T17:30:56.821Z","","",""
"1","126","47.486451","8.207483","397.29998779296875","274.0","10","8.3191","2015-08-18T17:30:57.846Z","","",""
"1","127","47.486457","8.207372","397.5","273.0","10","8.3191","2015-08-18T17:30:58.832Z","","",""
"1","128","47.486462","8.207262","398.20001220703125","271.0","10","8.194","2015-08-18T17:30:59.849Z","","",""
"1","129","47.48646","8.207159","398.70001220703125","264.0","10","7.5686","2015-08-18T17:31:00.843Z","","",""
"1","130","47.486461","8.207054","399.0","266.0","10","7.506","2015-08-18T17:31:01.900Z","","",""
"1","131","47.486456","8.206955","399.0999755859375","272.0","10","7.4434","2015-08-18T17:31:02.900Z","","",""
"1","132","47.486456","8.206858","399.0","278.0","10","7.2558","2015-08-18T17:31:03.923Z","","",""
"1","133","47.486463","8.206759","398.9000244140625","277.0","10","7.4434","2015-08-18T17:31:04.804Z","","",""
"1","134","47.486471","8.206659","398.79998779296875","279.0","10","7.2558","2015-08-18T17:31:05.824Z","","",""
"1","135","47.486484","8.206562","399.0999755859375","282.0","10","7.2558","2015-08-18T17:31:06.821Z","","",""
"1","136","47.486497","8.206467","399.5","281.0","10","6.6929","2015-08-18T17:31:07.872Z","","",""
"1","137","47.486507","8.206372","399.70001220703125","277.0","10","6.6303","2015-08-18T17:31:08.865Z","","",""
"1","138","47.486514","8.206283","399.9000244140625","276.0","10","6.1925","2015-08-18T17:31:09.896Z","","",""
"1","139","47.486517","8.206199","399.9000244140625","278.0","10","5.8797","2015-08-18T17:31:10.880Z","","",""
"1","140","47.486529","8.206122","400.20001220703125","280.0","10","5.7546","2015-08-18T17:31:11.907Z","","",""
"1","141","47.486538","8.206047","400.29998779296875","278.0","10","5.4419","2015-08-18T17:31:12.895Z","","",""
"1","142","47.486545","8.205973","400.29998779296875","278.0","10","5.3793","2015-08-18T17:31:13.915Z","","",""
"1","143","47.48655","8.205903","400.4000244140625","279.0","10","5.1916","2015-08-18T17:31:14.813Z","","",""
"1","144","47.486554","8.205836","400.5","280.0","10","5.0666","2015-08-18T17:31:15.828Z","","",""
"1","145","47.486563","8.20577","400.79998779296875","280.0","10","4.9415","2015-08-18T17:31:16.818Z","","",""
"1","146","47.486572","8.20564","401.0","278.0","10","4.9415","2015-08-18T17:31:18.850Z","","",""
"1","147","47.48658","8.205578","401.0","280.0","10","4.9415","2015-08-18T17:31:19.857Z","","",""
"1","148","47.486588","8.205511","401.4000244140625","282.0","10","4.7538","2015-08-18T17:31:20.877Z","","",""
"1","149","47.486596","8.205447","401.4000244140625","278.0","10","4.6912","2015-08-18T17:31:21.870Z","","",""
"1","150","47.486611","8.205332","401.0","283.0","10","4.1283","2015-08-18T17:31:23.915Z","","",""
"1","151","47.48662","8.205272","401.0999755859375","280.0","10","4.7538","2015-08-18T17:31:24.902Z","","",""
"1","152","47.486635","8.205146","401.29998779296875","284.0","10","4.6287","2015-08-18T17:31:26.844Z","","",""
"1","153","47.486646","8.205078","402.0","283.0","10","4.7538","2015-08-18T17:31:27.826Z","","",""
"1","154","47.486655","8.205008","402.0999755859375","285.0","10","4.8163","2015-08-18T17:31:28.849Z","","",""
"1","155","47.486666","8.204946","401.9000244140625","283.0","10","4.6287","2015-08-18T17:31:29.844Z","","",""
"1","156","47.48669","8.20484","401.70001220703125","287.0","5","4.6287","2015-08-18T17:31:31.905Z","","",""
"1","157","47.4867","8.204778","401.5999755859375","284.0","5","4.6287","2015-08-18T17:31:32.821Z","","",""
"1","158","47.486714","8.204652","401.79998779296875","278.0","5","4.8163","2015-08-18T17:31:34.858Z","","",""
"1","159","47.486717","8.204589","402.0999755859375","276.0","5","4.7538","2015-08-18T17:31:35.842Z","","",""
"1","160","47.486725","8.204465","403.5999755859375","278.0","5","4.9415","2015-08-18T17:31:37.895Z","","",""
"1","161","47.48673","8.204397","404.29998779296875","276.0","5","5.1916","2015-08-18T17:31:38.876Z","","",""
"1","162","47.486729","8.204329","405.0999755859375","266.0","5","5.0666","2015-08-18T17:31:39.902Z","","",""
"1","163","47.486722","8.204262","405.70001220703125","258.0","5","5.1916","2015-08-18T17:31:40.893Z","","",""
"1","164","47.486712","8.204194","406.4000244140625","257.0","5","5.3168","2015-08-18T17:31:41.927Z","","",""
"1","165","47.486698","8.204122","407.0","254.0","5","5.4419","2015-08-18T17:31:42.906Z","","",""
"1","166","47.486684","8.204051","407.4000244140625","253.0","5","5.5669","2015-08-18T17:31:43.928Z","","",""
"1","167","47.486669","8.203978","407.5999755859375","255.0","5","5.692","2015-08-18T17:31:44.816Z","","",""
"1","168","47.486652","8.203905","408.0","254.0","5","5.8171","2015-08-18T17:31:45.839Z","","",""
"1","169","47.486637","8.203831","408.0","254.0","5","5.6295","2015-08-18T17:31:46.837Z","","",""
"1","170","47.486625","8.203758","407.9000244140625","256.0","5","5.8171","2015-08-18T17:31:47.868Z","","",""
"1","171","47.486611","8.203688","407.5999755859375","250.0","5","5.7546","2015-08-18T17:31:48.854Z","","",""
"1","172","47.486595","8.203622","407.4000244140625","251.0","5","5.6295","2015-08-18T17:31:49.894Z","","",""
"1","173","47.486582","8.203551","407.29998779296875","256.0","5","5.7546","2015-08-18T17:31:50.911Z","","",""
"1","174","47.486572","8.20347","407.4000244140625","263.0","10","5.692","2015-08-18T17:31:51.936Z","","",""
"1","175","47.486568","8.203385","407.5","269.0","10","5.692","2015-08-18T17:31:52.825Z","","",""
"1","176","47.486561","8.20329","407.5","263.0","10","6.3176","2015-08-18T17:31:53.850Z","","",""
"1","177","47.486551","8.203205","407.5","259.0","10","6.255","2015-08-18T17:31:54.954Z","","",""
"1","178","47.486541","8.203118","407.20001220703125","261.0","10","6.3176","2015-08-18T17:31:55.896Z","","",""
"1","179","47.486526","8.203027","407.0","257.0","10","6.5052","2015-08-18T17:31:56.882Z","","",""
"1","180","47.486508","8.202934","407.0","255.0","10","6.8179","2015-08-18T17:31:57.916Z","","",""
"1","181","47.486488","8.202843","407.0999755859375","256.0","10","6.8179","2015-08-18T17:31:58.899Z","","",""
"1","182","47.486465","8.202751","407.20001220703125","258.0","10","6.943","2015-08-18T17:31:59.929Z","","",""
"1","183","47.486447","8.202667","407.29998779296875","257.0","10","7.0056","2015-08-18T17:32:00.916Z","","",""
"1","184","47.486431","8.202576","407.5","257.0","10","6.943","2015-08-18T17:32:01.935Z","","",""
"1","185","47.486416","8.202482","407.5999755859375","256.0","10","6.8179","2015-08-18T17:32:02.817Z","","",""
"1","186","47.486398","8.202396","407.5999755859375","253.0","10","6.7554","2015-08-18T17:32:03.846Z","","",""
"1","187","47.486372","8.202307","407.29998779296875","251.0","10","7.0056","2015-08-18T17:32:04.839Z","","",""
"1","188","47.486345","8.202216","407.70001220703125","249.0","10","7.1307","2015-08-18T17:32:05.863Z","","",""
"1","189","47.486317","8.202123","407.9000244140625","250.0","10","7.0681","2015-08-18T17:32:06.855Z","","",""
"1","190","47.486295","8.202034","408.0999755859375","249.0","10","7.0056","2015-08-18T17:32:07.884Z","","",""
"1","191","47.486271","8.201945","408.4000244140625","249.0","10","7.0056","2015-08-18T17:32:08.875Z","","",""
"1","192","47.486246","8.201855","408.5999755859375","248.0","10","7.0056","2015-08-18T17:32:09.897Z","","",""
"1","193","47.48622","8.201769","409.0","246.0","10","7.0056","2015-08-18T17:32:10.894Z","","",""
"1","194","47.486192","8.201686","409.29998779296875","243.0","10","6.943","2015-08-18T17:32:11.921Z","","",""
"1","195","47.486164","8.201599","409.5","244.0","10","7.0056","2015-08-18T17:32:12.910Z","","",""
"1","196","47.486136","8.201512","409.5","247.0","10","7.1933","2015-08-18T17:32:13.930Z","","",""
"1","197","47.486108","8.201423","409.5999755859375","246.0","10","7.1933","2015-08-18T17:32:14.814Z","","",""
"1","198","47.486077","8.201336","409.5","242.0","10","7.1933","2015-08-18T17:32:15.833Z","","",""
"1","199","47.486047","8.201247","409.5","245.0","10","7.1933","2015-08-18T17:32:16.827Z","","",""
"1","200","47.486016","8.201162","409.5999755859375","242.0","10","7.1933","2015-08-18T17:32:17.847Z","","",""
"1","201","47.485983","8.201076","409.70001220703125","244.0","10","7.2558","2015-08-18T17:32:18.842Z","","",""
"1","202","47.485953","8.200987","409.79998779296875","244.0","10","7.2558","2015-08-18T17:32:19.874Z","","",""
"1","203","47.485925","8.200898","409.9000244140625","247.0","5","7.3184","2015-08-18T17:32:20.867Z","","",""
"1","204","47.485898","8.200811","410.0","248.0","5","6.8805","2015-08-18T17:32:21.888Z","","",""
"1","205","47.485878","8.200725","410.0","255.0","5","6.8179","2015-08-18T17:32:22.884Z","","",""
"1","206","47.485861","8.20063","409.70001220703125","254.0","5","7.0681","2015-08-18T17:32:23.912Z","","",""
"1","207","47.485845","8.200534","409.5","252.0","10","7.1933","2015-08-18T17:32:24.902Z","","",""
"1","208","47.485821","8.200445","409.4000244140625","246.0","10","7.0056","2015-08-18T17:32:25.918Z","","",""
"1","209","47.485793","8.200357","409.20001220703125","246.0","10","7.0056","2015-08-18T17:32:26.814Z","","",""
"1","210","47.485766","8.20027","409.0999755859375","251.0","10","7.1933","2015-08-18T17:32:27.836Z","","",""
"1","211","47.485743","8.20018","408.9000244140625","250.0","10","7.0056","2015-08-18T17:32:28.827Z","","",""
"1","212","47.485717","8.200089","408.4000244140625","245.0","10","7.0056","2015-08-18T17:32:29.850Z","","",""
"1","213","47.48569","8.200009","408.5999755859375","246.0","10","6.8179","2015-08-18T17:32:30.840Z","","",""
"1","214","47.485659","8.19993","408.5999755859375","250.0","10","6.943","2015-08-18T17:32:31.887Z","","",""
"1","215","47.485636","8.199842","408.70001220703125","252.0","10","7.1307","2015-08-18T17:32:32.882Z","","",""
"1","216","47.485613","8.199741","408.5","253.0","10","7.3184","2015-08-18T17:32:33.916Z","","",""
"1","217","47.485589","8.199638","408.4000244140625","255.0","10","7.3184","2015-08-18T17:32:34.900Z","","",""
"1","218","47.48557","8.19954","408.5999755859375","256.0","10","7.5686","2015-08-18T17:32:35.926Z","","",""
"1","219","47.485548","8.199453","408.70001220703125","257.0","10","6.7554","2015-08-18T17:32:36.813Z","","",""
"1","220","47.485529","8.19936","409.0","259.0","10","6.943","2015-08-18T17:32:37.875Z","","",""
"1","221","47.485509","8.199283","409.20001220703125","256.0","10","6.1925","2015-08-18T17:32:38.869Z","","",""
"1","222","47.485495","8.19921","409.4000244140625","258.0","10","6.0674","2015-08-18T17:32:39.905Z","","",""
"1","223","47.485487","8.199121","409.0","260.0","10","6.4426","2015-08-18T17:32:40.890Z","","",""
"1","224","47.485475","8.199032","409.20001220703125","262.0","10","6.7554","2015-08-18T17:32:41.920Z","","",""
"1","225","47.485457","8.198939","409.5","255.0","10","6.8179","2015-08-18T17:32:42.904Z","","",""
"1","226","47.48544","8.198841","409.5999755859375","256.0","10","6.943","2015-08-18T17:32:43.920Z","","",""
"1","227","47.485425","8.198745","409.70001220703125","257.0","10","6.6929","2015-08-18T17:32:44.949Z","","",""
"1","228","47.485414","8.198653","409.9000244140625","260.0","10","6.5052","2015-08-18T17:32:45.843Z","","",""
"1","229","47.485404","8.198563","410.0999755859375","257.0","10","6.7554","2015-08-18T17:32:46.832Z","","",""
"1","230","47.485387","8.198468","410.5999755859375","250.0","10","7.0681","2015-08-18T17:32:47.874Z","","",""
"1","231","47.485359","8.198384","410.29998779296875","239.0","10","7.0681","2015-08-18T17:32:48.858Z","","",""
"1","232","47.485323","8.198299","410.29998779296875","236.0","10","7.1933","2015-08-18T17:32:49.876Z","","",""
"1","233","47.485292","8.198209","410.0999755859375","239.0","10","7.4434","2015-08-18T17:32:50.872Z","","",""
"1","234","47.485275","8.19812","410.29998779296875","249.0","10","6.943","2015-08-18T17:32:51.904Z","","",""
"1","235","47.485256","8.198034","410.79998779296875","249.0","10","6.7554","2015-08-18T17:32:52.890Z","","",""
"1","236","47.485235","8.197945","410.70001220703125","246.0","10","6.8179","2015-08-18T17:32:53.920Z","","",""
"1","237","47.485206","8.197858","410.79998779296875","243.0","10","6.943","2015-08-18T17:32:54.910Z","","",""
"1","238","47.485175","8.197772","410.70001220703125","240.0","10","7.0681","2015-08-18T17:32:55.936Z","","",""
"1","239","47.485137","8.197691","410.5","236.0","10","7.1307","2015-08-18T17:32:56.924Z","","",""
"1","240","47.485099","8.197609","410.4000244140625","231.0","10","7.3184","2015-08-18T17:32:57.844Z","","",""
"1","241","47.485059","8.197527","410.29998779296875","235.0","10","7.1307","2015-08-18T17:32:58.834Z","","",""
"1","242","47.485023","8.197447","410.29998779296875","237.0","10","7.3809","2015-08-18T17:32:59.864Z","","",""
"1","243","47.484987","8.197363","410.4000244140625","235.0","10","7.6311","2015-08-18T17:33:00.847Z","","",""
"1","244","47.484949","8.197282","410.5","233.0","10","7.5686","2015-08-18T17:33:01.915Z","","",""
"1","245","47.484903","8.197201","410.5","233.0","10","7.8813","2015-08-18T17:33:02.904Z","","",""
"1","246","47.484854","8.197118","410.20001220703125","230.0","10","7.9439","2015-08-18T17:33:03.937Z","","",""
"1","247","47.484807","8.197033","410.0999755859375","233.0","10","7.6311","2015-08-18T17:33:04.918Z","","",""
"1","248","47.484763","8.196949","410.20001220703125","234.0","10","7.9439","2015-08-18T17:33:05.842Z","","",""
"1","249","47.484721","8.19686","410.5","237.0","10","7.7562","2015-08-18T17:33:06.833Z","","",""
"1","250","47.484679","8.196769","410.29998779296875","238.0","10","7.8813","2015-08-18T17:33:07.878Z","","",""
"1","251","47.484635","8.196675","410.0999755859375","239.0","10","8.0064","2015-08-18T17:33:08.872Z","","",""
"1","252","47.484598","8.196581","410.5","243.0","10","7.9439","2015-08-18T17:33:09.901Z","","",""
"1","253","47.484561","8.196486","410.5","244.0","10","7.9439","2015-08-18T17:33:10.888Z","","",""
"1","254","47.484519","8.196385","410.70001220703125","244.0","10","7.8813","2015-08-18T17:33:11.918Z","","",""
"1","255","47.484478","8.196282","411.0999755859375","245.0","10","7.9439","2015-08-18T17:33:12.904Z","","",""
"1","256","47.484439","8.196183","411.0","245.0","10","7.9439","2015-08-18T17:33:13.922Z","","",""
"1","257","47.484406","8.196084","410.9000244140625","245.0","10","7.8813","2015-08-18T17:33:14.918Z","","",""
